timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ground_truth_lat,ground_truth_lon,ground_truth_speed,ground_truth_heading,gnss_status
6.5,2.9541,1.0408,9.6458,-0.0111,0.1235,-0.0325,52.5596503,-1.4826331,48.755,29.355,1
6.6000000000000005,2.9496,1.9368,9.5816,0.0825,0.1929,-0.0792,52.5596607,-1.4826234,48.146,29.576,1
6.7,3.762,0.6331,9.9816,0.0513,0.0534,-0.063,52.5596714,-1.4826134000000002,48.845,29.394,1
6.800000000000001,2.6802,1.1697,9.9236,-0.0176,-0.0017,0.0585,52.5596819,-1.4826036,48.654,29.811,1
6.9,1.766,1.1492,9.9703,0.04,0.2051,-0.0647,52.5596925,-1.4825936999999996,48.506,29.888,1
7.0,2.5302,-0.206,9.8702,-0.0085,0.1716,-0.0256,52.5597031,-1.4825835,49.14,30.043000000000006,1
7.1000000000000005,2.0651,0.7435,10.1987,-0.0316,0.3878,-0.1837,52.5597137,-1.4825734,49.104,30.279,1
7.2,3.5516,0.9519,9.5417,-0.0197,0.2661,-0.0329,52.559724400000015,-1.4825632000000002,49.424,30.264,1
7.300000000000001,2.7717,-0.2121,9.3516,-0.0676,0.2765,-0.1184,52.5597351,-1.4825529000000002,49.471,30.39,1
7.4,1.3153,1.9239,9.1835,0.0286,0.4783,-0.1526,52.5597458,-1.4825423999999996,49.95399999999999,30.587,1
7.5,-1.6845,-1.6043,10.6696,0.0053,0.1722,-0.0674,52.5597566,-1.482532,49.95,30.693,1
7.6000000000000005,1.4888,0.5104,9.9551,0.0349,0.3203,-0.1502,52.559767400000005,-1.4825215,50.35,30.65,1
7.7,-1.8955,-1.3957,11.7266,0.2207,-0.228,0.2994,52.5597783,-1.4825109,50.472,30.543000000000006,1
7.800000000000001,3.6015,-0.3252,9.6258,-0.0121,0.1908,-0.114,52.5597892,-1.4825002,51.048,30.863000000000003,1
7.9,3.0427,-0.3355,11.2634,0.0258,-0.5274,0.3323,52.5598001,-1.4824895,50.82100000000001,30.925,1
8.0,-4.246,-1.6082,10.2927,0.0962,-0.4075,0.3542,52.55981100000001,-1.4824787,50.839,31.133000000000006,1
8.1,2.0208,-0.8501,11.4685,-0.0152,-0.1865,0.1943,52.559822,-1.4824681,51.106,30.624,1
8.200000000000001,-0.7288,-3.7982,9.9946,0.1824,-0.3354,0.2332,52.5598329,-1.4824571999999996,51.15600000000001,31.163,1
8.3,-2.7729,0.7201,8.5294,0.1158,0.5058,-0.367,52.559844,-1.4824465000000004,51.408,30.655,1
8.4,5.1403,0.5639,9.4769,-0.0523,0.4705,-0.1418,52.5598551,-1.4824359,51.613,30.133000000000006,1
8.5,-0.9596,-3.2097,12.2743,0.046,0.2267,-0.0793,52.5598667,-1.4824261,52.085,28.057,1
8.6,5.3495,0.321,9.9861,-0.0483,0.472,-0.2327,52.5598782,-1.4824166,51.397,27.236,1
8.700000000000001,1.1569,-0.4429,9.5644,0.0135,-0.199,0.1038,52.55988960000001,-1.4824065,51.854,27.831,1
8.8,-0.9177,-0.0767,9.9131,0.0401,-0.0179,0.0212,52.5599012,-1.482396,52.90600000000001,28.411,1
8.9,3.1992,1.0645,8.974,0.0552,-0.0615,0.1193,52.5599129,-1.4823859999999995,52.87300000000001,27.958,1
9.0,3.6566,0.641,10.3074,-0.0466,0.0645,-0.0059,52.5599246,-1.4823757,52.765,28.09,1
9.1,4.0077,0.767,9.7695,0.1064,-0.2761,0.1742,52.5599362,-1.4823652,53.075,28.534,1
9.200000000000001,-0.9092,-1.8445,10.3798,0.076,-0.2761,0.2449,52.5599481,-1.482355,53.42,27.834,1
9.3,3.7796,0.9131,8.7999,-0.0273,-0.0026,0.0507,52.55996,-1.4823451,53.582,26.979,1
9.4,-0.069,0.1115,9.3537,-0.022,-0.1014,0.1331,52.559972,-1.482335,53.996,26.988000000000003,1
9.5,3.6157,-0.2547,8.9184,-0.0444,0.1349,0.0376,52.5599843,-1.4823254,54.22,25.803,1
9.600000000000001,2.7314,1.1135,9.2466,0.023,-0.0561,0.0709,52.5599965,-1.482316,53.964,25.086,1
9.700000000000001,3.45,-0.3208,8.7906,-0.082,0.271,-0.0674,52.5600087,-1.4823069,53.989,24.498,1
9.8,2.4599,0.0842,9.7816,0.0156,0.1579,-0.036,52.5600212,-1.4822978999999998,54.374,23.867,1
9.9,-0.5469,-0.5141,10.2519,-0.0278,0.3609,-0.1352,52.5600337,-1.4822892999999997,54.44300000000001,22.74,1
10.0,1.6845,0.0968,9.8586,0.0082,0.3333,-0.1705,52.5600461,-1.4822805,54.14,23.264,1
10.100000000000001,-2.0838,-1.4129,10.1641,0.0749,0.1766,-0.0678,52.56005850000001,-1.4822719,54.198,22.93,1
10.200000000000001,2.1842,0.442,10.0743,-0.0361,0.4145,-0.2234,52.5600713,-1.4822643999999998,54.583,20.173,1
10.3,-0.0864,-0.1171,9.6579,-0.0067,-0.0528,0.0741,52.560084100000005,-1.4822567999999998,54.245,20.034,1
10.4,-1.4094,-0.3106,10.2789,0.0057,0.1744,-0.1368,52.5600968,-1.4822494000000004,54.284,19.629,1
10.5,-2.0605,-0.5581,10.2565,0.0,-0.246,0.1606,52.5601095,-1.4822423999999996,53.968,18.834,1
10.600000000000001,0.0438,-0.7388,10.1189,0.0161,-0.049,-0.0379,52.5601224,-1.4822353,54.349,18.469,1
10.700000000000001,4.8153,0.2473,9.59,0.0054,-0.2658,0.1942,52.5601353,-1.4822284999999995,54.274,17.747,1
10.8,0.6648,0.0988,10.9531,0.0682,-0.1756,0.1534,52.5601485,-1.482222,54.79600000000001,16.79,1
10.9,4.222,-0.4831,10.7013,0.0485,-0.087,0.0287,52.5601616,-1.4822158,54.742,16.052,1
11.0,-0.5322,-1.12,10.1258,-0.0533,-0.2893,0.2371,52.5601747,-1.4822101,54.256,14.851,1
11.100000000000001,-0.961,0.0924,10.3505,-0.0203,0.3027,-0.2127,52.560187899999995,-1.4822044999999997,54.536,14.371,1
11.200000000000001,-3.2977,0.5794,9.5629,-0.0608,0.0458,-0.0212,52.5602012,-1.4821993,54.587,13.438,1
11.3,-1.537,-0.7911,9.9907,-0.1299,0.4945,-0.3306,52.5602146,-1.4821943,54.986,12.842,1
11.4,3.5816,0.7156,8.6425,-0.1095,0.4851,-0.2275,52.5602278,-1.48219,54.295,11.502,1
11.5,-2.5458,-0.2016,10.079,0.0148,0.0583,-0.0541,52.5602413,-1.4821858,54.82100000000001,10.696,1
11.600000000000001,4.0185,0.9909,9.6017,0.0441,0.471,-0.2844,52.5602549,-1.4821819,55.087,9.869,1
11.700000000000001,-2.9441,0.715,9.081,0.1417,-0.1352,-0.0197,52.560268400000005,-1.4821786,54.857,8.69,1
11.8,-1.0087,0.5739,10.7209,0.0962,-0.1906,-0.1182,52.5602819,-1.4821757,54.986,7.517,1
11.9,-1.7401,1.0926,9.6325,0.0707,0.0808,-0.0563,52.5602955,-1.4821733,55.008,6.4060000000000015,1
12.0,-1.2792,-0.1909,10.7392,0.0551,-0.0239,0.0611,52.5603092,-1.4821712,55.217,5.443,1
12.100000000000001,-1.842,-0.5241,9.4763,0.0207,0.0131,-0.0217,52.5603229,-1.4821698,55.242,4.011,1
12.200000000000001,-1.0555,0.4363,9.6775,-0.0189,-0.2154,-0.0522,52.5603367,-1.4821685,55.43600000000001,3.358,1
12.3,-2.6463,-1.1042,9.6975,-0.0235,0.1406,-0.1135,52.5603505,-1.4821678,55.595,2.119,1
12.4,-1.4668,-1.0035,9.782,0.0016,0.0039,-0.129,52.5603645,-1.4821673,56.059,1.337,1
12.5,-3.049,0.6867,9.8635,-0.0455,0.0919,-0.1505,52.5603786,-1.4821672,56.365,0.38,1
12.600000000000001,-0.085,0.834,9.4512,-0.001,-0.0168,-0.1173,52.5603926,-1.4821677000000002,56.32899999999999,359.0730000000001,1
12.700000000000001,-2.3742,0.3485,10.2907,-0.0466,-0.0048,-0.0666,52.5604068,-1.4821681,56.89100000000001,358.841,1
12.8,-0.7355,0.4004,9.4741,-0.0216,-0.0398,0.0313,52.56042100000001,-1.4821692000000002,56.898,357.478,1
12.9,-1.1726,-0.7178,9.5423,-0.0538,0.0365,-0.0979,52.5604351,-1.4821705000000005,56.743,356.788,1
13.0,-1.9931,-0.6919,10.0449,-0.0166,0.0519,-0.0589,52.5604494,-1.4821719999999998,57.089,356.2530000000001,1
13.100000000000001,-2.3145,0.0837,9.578,-0.0224,0.1434,-0.133,52.560463600000006,-1.4821738999999996,57.312,355.379,1
13.200000000000001,1.1618,0.4546,10.0599,-0.002,-0.283,0.1348,52.560477799999994,-1.4821758,56.974,355.247,1
13.3,-0.7434,0.452,10.2802,0.0664,-0.2745,0.1166,52.5604922,-1.4821779,57.672,354.75,1
13.4,0.7832,1.9592,9.7297,0.0744,-0.301,0.1189,52.5605066,-1.4821804,57.848,354.084,1
13.5,-3.5753,-1.1671,10.6644,0.066,-0.374,0.1778,52.5605209,-1.482183,57.982,353.6740000000001,1
13.600000000000001,-3.7837,-0.6625,9.6135,0.1116,-0.1319,-0.0763,52.5605355,-1.4821858,58.453,353.44699999999995,1
13.700000000000001,-5.8449,-2.1039,9.9823,0.1025,-0.5136,0.2991,52.56055,-1.4821886999999998,58.76600000000001,352.875,1
13.8,-3.8661,-1.6296,10.0595,-0.0425,0.2915,-0.2328,52.5605644,-1.4821917999999998,58.23,352.4480000000001,1
13.9,0.748,1.1043,9.6725,-0.0719,-0.1904,0.0625,52.560579,-1.4821952,58.76600000000001,351.8730000000001,1
14.0,-2.9087,-0.6458,9.9887,-0.0925,0.2028,-0.1428,52.5605937,-1.4821989,59.411,351.4380000000001,1
14.100000000000001,-0.1288,-0.414,9.5968,0.0039,0.0727,-0.0983,52.5606082,-1.482203,59.306,350.538,1
14.200000000000001,-2.184,-0.3791,10.4076,-0.0596,-0.1795,-0.0167,52.5606229,-1.4822071999999995,59.587,350.0780000000001,1
14.3,-1.0071,-0.6262,10.1107,-0.0077,0.0478,-0.0022,52.5606375,-1.4822117999999995,59.591,349.3769999999999,1
14.4,-1.8047,-0.7657,9.6741,0.0063,-0.2867,0.2499,52.5606522,-1.4822166,60.181,348.766,1
14.5,-0.2642,-0.2207,10.2439,0.0226,-0.1032,-0.12,52.5606668,-1.4822219,59.886,347.745,1
14.600000000000001,-1.9244,-1.2425,10.1398,0.0083,-0.5185,0.2179,52.5606815,-1.4822275,60.422,347.1430000000001,1
14.700000000000001,-6.3155,-1.9036,9.6887,0.0762,-0.3345,0.1638,52.5606963,-1.4822331,60.89,346.772,1
14.8,-3.5157,0.1457,9.3421,0.0259,-0.2477,0.1581,52.560711100000006,-1.4822392,60.98,345.95,1
14.9,-3.6098,-1.6905,10.0606,0.08,-0.3153,0.0237,52.56072550000001,-1.4822461,60.466,344.37,1
15.0,-4.5656,-2.037,8.8902,0.0489,0.0271,-0.1025,52.5607403,-1.4822528,61.326,344.315,1
15.100000000000001,-3.0102,-1.7209,10.2067,0.0457,0.0875,-0.1074,52.5607551,-1.4822598,61.556,343.702,1
15.200000000000001,-2.3315,-0.0376,8.6682,0.1826,-0.177,-0.0479,52.560770000000005,-1.4822672,62.172,343.014,1
15.3,-2.9057,-1.7659,10.1023,-0.0003,-0.3315,-0.1065,52.5607847,-1.4822749,61.927,342.509,1
15.4,-1.4874,-0.7392,10.1385,-0.0146,-0.1139,-0.1123,52.5607995,-1.4822828000000003,62.298,342.026,1
15.5,-1.4041,-2.6845,9.794,0.0569,-0.1959,0.0703,52.5608143,-1.4822909,62.55,341.516,1
15.600000000000001,-2.1928,-0.8759,8.88,-0.0668,-0.121,0.0843,52.56082919999999,-1.4822991,62.953,341.457,1
15.700000000000001,-2.407,-2.0962,10.3658,0.1073,-0.0944,0.023,52.5608442,-1.4823071999999995,63.07899999999999,341.497,1
15.8,-3.1498,-1.6864,9.6499,0.0835,-0.1003,0.0076,52.5608592,-1.4823154,63.295,341.413,1
15.9,-3.2495,-1.1476,10.7441,0.0649,-0.1062,0.0206,52.56087419999999,-1.4823236999999998,63.554,341.347,1
16.0,-2.1055,-2.952,10.3121,-0.0914,-0.2096,0.1649,52.5608893,-1.4823321,63.77,340.999,1
16.1,-2.1431,-1.897,9.7219,0.0482,-0.1551,0.0876,52.5609043,-1.482341,64.00399999999999,340.309,1
16.2,-2.4341,-1.7615,9.5647,0.0388,-0.1049,0.0434,52.5609193,-1.4823498999999996,63.997,339.96,1
16.3,-2.7172,-2.5205,9.6845,0.0151,-0.2014,0.0324,52.560934399999994,-1.4823591,64.37899999999999,339.663,1
16.400000000000002,-3.7393,-1.8274,9.6655,-0.0946,-0.0985,0.0149,52.5609495,-1.4823682,64.562,339.651,1
16.5,-2.9013,-1.7256,9.198,-0.0606,-0.11,0.1009,52.5609647,-1.4823776,64.685,339.397,1
16.6,-0.3321,-2.7339,9.8753,-0.027,-0.0552,0.0474,52.5609797,-1.4823871,64.703,339.00699999999995,1
16.7,-1.8608,-2.1098,9.4121,-0.0426,-0.1259,0.0038,52.5609949,-1.4823965999999995,64.94800000000001,339.07,1
16.8,-1.1609,-1.6785,9.095,0.0034,-0.1254,0.0378,52.5610099,-1.4824063,64.8,338.58,1
16.900000000000002,-1.0294,-1.4924,9.3791,-0.004,-0.0482,0.0806,52.561025,-1.4824159000000003,64.796,338.7290000000001,1
17.0,-1.4512,-1.5391,9.8257,0.0431,-0.1685,0.039,52.561040000000006,-1.4824255000000002,64.58800000000001,338.527,1
17.1,-1.3125,-2.089,9.1784,-0.0178,-0.0966,0.1074,52.561055,-1.4824351,64.494,338.682,1
17.2,-1.0299,-1.4229,9.1269,-0.0108,-0.0222,-0.0264,52.5610699,-1.4824446999999998,64.436,338.645,1
17.3,-1.9011,-1.27,9.5301,0.0586,-0.1599,-0.029,52.5610848,-1.4824542,64.03,338.6930000000001,1
17.400000000000002,-1.5064,-2.0221,9.9116,-0.0313,-0.1613,-0.0494,52.5610998,-1.4824636,64.328,338.9530000000001,1
17.5,-0.9416,-1.715,9.9898,-0.0602,0.0806,-0.0005,52.5611147,-1.4824729,63.637,339.1980000000001,1
17.6,-0.021,-0.3677,10.1886,-0.066,-0.0326,0.1822,52.56112940000001,-1.4824821,63.367,339.1090000000001,1
17.7,0.1598,-1.0722,10.048,0.0516,-0.0688,-0.1156,52.561144199999994,-1.4824914,63.227,339.09,1
17.8,0.2907,-0.2745,8.4667,0.001,-0.2298,0.0951,52.5611592,-1.4824998999999996,63.324,340.4530000000001,1
17.900000000000002,-0.9107,-0.3469,9.0052,0.0347,-0.0762,0.0676,52.561174,-1.4825086999999997,63.12600000000001,340.228,1
18.0,-0.099,-0.2655,9.8811,0.1103,-0.1611,-0.0413,52.5611887,-1.4825172,62.575,340.501,1
18.1,-0.0158,-1.5577,11.2929,0.0935,-0.2584,0.1656,52.5612034,-1.4825257,62.64,340.596,1
18.2,-2.6562,-2.0473,9.5205,0.0607,0.246,-0.1568,52.5612181,-1.4825337,62.057,341.417,1
18.3,-0.3846,0.755,8.3552,-0.147,-0.0237,0.0148,52.5612329,-1.4825418,62.345,341.49,1
18.400000000000002,-1.9264,-4.3139,11.1668,-0.1292,0.4115,-0.1619,52.5612476,-1.4825494,61.70399999999999,342.348,1
18.5,0.7349,-0.3011,9.3245,-0.2045,0.3999,-0.1022,52.5612622,-1.4825568,61.621,342.7519999999999,1
18.6,-3.9301,-3.5188,11.0481,-0.0452,0.1337,-0.0076,52.5612769,-1.4825641,61.502,343.076,1
18.7,0.393,-1.2741,9.376,-0.0738,0.4015,-0.1982,52.561291399999995,-1.4825713,60.8,343.12,1
18.8,-3.9483,-2.3038,10.0404,0.0368,-0.4936,0.3532,52.5613061,-1.4825784999999996,61.042,343.282,1
18.900000000000002,-0.662,-2.0568,9.7915,0.0141,-0.0368,0.1934,52.5613206,-1.4825854,60.588,343.647,1
19.0,5.4344,2.7032,9.2774,0.0585,-0.7296,0.5113,52.561335099999994,-1.4825921000000002,60.268,344.035,1
19.1,-2.3865,-1.763,9.7964,0.0772,-0.6946,0.4485,52.5613496,-1.4825987,60.293,344.49300000000005,1
19.200000000000003,4.1658,2.5667,9.2558,-0.1281,-0.0813,0.1709,52.5613641,-1.4826049,59.99800000000001,345.168,1
19.3,-1.0394,-1.9838,9.1559,0.0343,-0.4094,0.2979,52.5613786,-1.4826109,59.918,345.8730000000001,1
19.400000000000002,-1.7824,-1.3213,10.2127,-0.0087,0.1364,-0.0689,52.5613931,-1.4826165,59.706,346.56,1
19.5,-0.2326,-1.0607,10.1359,0.0247,-0.1128,0.0282,52.5614075,-1.4826219,59.335,347.199,1
19.6,-1.257,-1.2219,10.2898,-0.0118,0.2503,-0.1986,52.56142210000001,-1.4826269,59.44300000000001,347.899,1
19.700000000000003,2.4278,1.0115,9.4202,-0.0289,0.0518,0.0184,52.5614366,-1.4826313999999996,59.058,349.0490000000001,1
19.8,-1.7289,-0.7144,10.1655,-0.0356,0.3199,-0.202,52.5614511,-1.4826359999999996,59.29600000000001,349.028,1
19.900000000000002,2.6772,1.0736,9.2846,-0.0718,0.2958,-0.173,52.56146579999999,-1.4826401000000005,59.36,350.141,1
20.0,-1.8204,-0.2267,10.6133,0.0316,-0.0493,0.043,52.5614803,-1.4826434999999998,58.867,351.334,1
20.1,1.2044,-0.3348,9.9994,-0.0025,0.0493,-0.0044,52.5614948,-1.4826465000000004,58.597,352.5680000000001,1
20.200000000000003,1.4139,0.4687,9.6315,0.0469,-0.1377,0.0955,52.5615094,-1.4826495,58.928,352.696,1
20.3,0.6139,-0.228,9.5209,0.05,-0.0366,0.001,52.561524,-1.4826517,58.482,354.36,1
20.400000000000002,0.647,-0.6339,9.0736,0.0632,0.0241,0.0042,52.5615387,-1.4826538,58.95,354.816,1
20.5,-0.0994,-0.5185,10.6128,0.0407,-0.0489,-0.0082,52.5615534,-1.4826557,58.856,355.165,1
20.6,-0.6204,-0.0692,10.0872,0.0694,-0.1517,0.1101,52.5615679,-1.4826568999999998,58.176,356.841,1
20.700000000000003,-0.7314,0.8398,10.0634,0.0489,-0.0574,0.0504,52.5615825,-1.4826579,58.226000000000006,357.3280000000001,1
20.8,2.1841,0.1181,9.7555,0.0009,-0.0876,0.1126,52.561597,-1.4826583,58.104,358.722,1
20.900000000000002,-0.3104,-1.1201,10.974,0.1009,-0.0851,-0.0179,52.5616116,-1.4826584000000005,58.108,359.353,1
21.0,0.0054,0.2764,8.7006,-0.0153,0.1837,-0.2034,52.5616262,-1.4826582,58.05,0.297,1
21.1,1.3413,1.879,10.3742,0.0586,0.1282,-0.0956,52.5616408,-1.4826575,58.349,1.187,1
21.200000000000003,1.1642,1.5492,10.6501,0.048,0.2152,-0.167,52.5616553,-1.4826565,57.96,2.229,1
21.3,3.1906,0.8858,9.7254,-0.031,0.2644,-0.1185,52.5616699,-1.4826552,58.288,2.802,1
21.400000000000002,0.8259,0.4023,10.1668,-0.0696,0.0969,0.0619,52.5616845,-1.4826534,58.334,4.012,1
21.5,1.854,0.4921,9.1536,-0.0072,0.3558,-0.1862,52.561699,-1.4826513,58.41,4.742,1
21.6,0.5463,0.1972,9.1413,0.0265,-0.0235,0.0999,52.5617136,-1.4826489,58.374,5.582000000000002,1
21.700000000000003,4.5293,1.8113,8.8895,0.0925,0.3954,-0.2804,52.5617282,-1.482646,58.471,6.65,1
21.8,-0.7902,0.4028,9.7666,0.2482,-0.2268,0.0419,52.5617427,-1.4826427,58.738,7.624,1
21.900000000000002,0.0693,-0.6743,11.2454,0.0098,0.0133,-0.04,52.5617573,-1.482639,58.694,8.5,1
22.0,0.8607,1.4803,9.876,0.0601,-0.0613,0.0479,52.561771799999995,-1.482635,58.72,9.394,1
