timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_x_clean,acc_y_clean,acc_z_clean,gyro_x_clean,gyro_y_clean,gyro_z_clean,acc_magnitude,gyro_magnitude,longitudinal_acc,lateral_acc,vertical_acc,yaw_rate,acc_mean,acc_std,gyro_mean,gyro_std,ground_truth_lat,ground_truth_lon,ground_truth_speed,ground_truth_heading,gnss_status
1.1,3.4935,5.4789,8.1041,-0.1401,0.249,-0.0747,1.0750854922763269,2.143127653827733,-0.5542985020908746,-0.12026190702546859,0.45954123932383595,-0.21678926482406485,2.4609046681503903,0.5221481229149905,2.143127653827733,1.0750854922763269,-0.5542985020908746,-0.21678926482406485,2.749455526814693,0.7871696075051968,0.3373075278916507,0.16897960497516928,52.559083500000014,-1.4831118,44.93899999999999,26.01,1
1.2000000000000002,-1.191,1.0914,10.3851,-0.1337,0.3878,-0.223,0.12919438388084112,2.1220328923513443,-0.004443698968005966,-0.15333475589089823,0.3897062973586273,-0.18720640351669998,2.1259667286925916,0.4587251716253968,2.1220328923513443,0.12919438388084112,-0.004443698968005966,-0.18720640351669998,2.4118387583854988,0.5394428203990296,0.3604440006039119,0.17765788507242614,52.5590937,-1.4831035,45.529,26.353,1
1.3,-2.3564,-2.2971,10.8067,-0.1413,0.4365,-0.3244,-2.3816640516939462,-1.6711789407721602,1.0270652105678795,-0.16334732899522575,0.30492990906920187,-0.2302428615079909,3.0854538813552903,0.4155434689779327,-1.6711789407721602,-2.3816640516939462,1.0270652105678795,-0.2302428615079909,2.4032929410747372,0.5254134986675518,0.41848896697599847,0.11953579042323348,52.5591041,-1.4830953,45.95,25.552,1
1.4,-1.8511,-2.2558,10.6703,-0.1216,-0.0593,-0.0411,-1.6303015440282274,-2.419195557474142,0.7812753170901781,-0.06937046621706712,0.09070045174083374,-0.07300556674651214,3.0200631435216394,0.13553097913445472,-2.419195557474142,-1.6303015440282274,0.7812753170901781,-0.07300556674651214,2.6679428268281713,0.3985386284872806,0.4023927117829884,0.15405208343548527,52.5591145,-1.4830871,46.166,25.718000000000004,1
1.5,-0.0605,-1.2188,9.9382,0.17,-0.0191,0.081,-1.1600946040570297,-2.0425783064701424,0.6167223335676608,0.1294882448334626,-0.13001801979376337,0.1589094874273804,2.4286399620252097,0.2427429014730914,-2.0425783064701424,-1.1600946040570297,0.6167223335676608,0.1589094874273804,2.624205676749024,0.41310055004722684,0.3549381288251732,0.16057023853111338,52.559125,-1.483079,46.548,25.184,1
1.6,-3.2297,-3.0246,11.1728,0.2054,-0.3042,0.2344,-2.0142882585305224,-1.975076174222985,0.7226528635252305,0.18611770101156333,-0.24825687389019183,0.1577964679960784,2.9121315635799223,0.3480962501602074,-1.975076174222985,-2.0142882585305224,0.7226528635252305,0.1577964679960784,2.714451055834931,0.4177682409134036,0.3201277542742166,0.13149146769468975,52.5591357,-1.4830706,47.135,25.469,1
1.7000000000000002,-0.9119,0.0535,9.6111,0.0352,-0.2953,-0.0729,-1.207615515473786,-0.0932428046251458,0.10203362631998221,0.06475794299331207,-0.2981280632892371,0.0764799357688954,1.2155000266258271,0.3145204506491283,-0.0932428046251458,-1.207615515473786,0.10203362631998221,0.0764799357688954,2.532357715421578,0.779883272359382,0.2912868100789629,0.10703179638917189,52.5591464,-1.4830621999999996,47.552,25.359,1
1.8,0.8616,2.4787,9.1966,-0.0158,-0.2044,0.1685,0.06863023708768126,1.288270559360711,-0.3294712143931645,-0.022470126192736885,-0.26473158849460543,0.1368927098067142,1.3315038207500485,0.29887678818573366,1.288270559360711,0.06863023708768126,-0.3294712143931645,0.1368927098067142,2.1815677033005296,0.8593221483503283,0.2679534739205231,0.08324495383908438,52.5591573,-1.4830539,47.84,25.177,1
1.9,-0.6027,-0.8596,10.3671,0.0007,-0.2527,0.1645,0.6095975945200269,0.8609163991566445,-0.12603496416694818,-0.03062363902434257,-0.12541882992032483,0.14448350496380594,1.06238932871806,0.19376060841229503,0.8609163991566445,0.6095975945200269,-0.12603496416694818,0.14448350496380594,1.7900329403398136,0.827152721147921,0.27959939977609116,0.06125686814650648,52.55916820000001,-1.4830455,48.024,25.159,1
2.0,1.7393,1.7406,9.1829,-0.0426,0.2202,-0.1356,1.085194681048497,0.347109687427078,0.1693928308537049,0.0020625251010244687,0.04076890478234856,-0.006319709308994157,1.1518795779187618,0.04130733993728895,0.347109687427078,1.085194681048497,0.1693928308537049,-0.006319709308994157,1.5346808635185238,0.7762286819211712,0.23931228746893063,0.12481893166231374,52.5591791,-1.483037,48.40600000000001,25.068,1
2.1,0.875,-0.8211,10.8317,0.092,-0.039,-0.0349,0.20254223599965834,-0.44232904262797745,0.43558169990108875,0.050008184776752784,0.14571932142962188,-0.13054912023193238,0.6530005793294876,0.20193566296201085,-0.44232904262797745,0.20254223599965834,0.43558169990108875,-0.13054912023193238,1.0828546666684369,0.25950866949693263,0.21008017002929136,0.10909805323191528,52.5591901,-1.4830286999999995,48.28,25.02,1
2.2,-2.3093,-1.0922,9.7106,0.0141,0.374,-0.2818,-0.4719665953389727,-0.43758487219732056,0.09622884450880545,0.02001730457018527,0.2151879984872377,-0.13293772016919578,0.6507633809667742,0.25373018074124015,-0.43758487219732056,-0.4719665953389727,0.09622884450880545,-0.13293772016919578,0.9699073375366265,0.3060643682492769,0.19792211604771373,0.0972985106670234,52.5592008,-1.4830202,47.682,25.483,1
2.3000000000000003,2.7554,1.8259,9.2847,-0.0677,0.1007,0.0121,1.000703472901736,0.9377435689161848,-0.4974782474498459,-0.06419966435470809,0.21795184918596142,-0.061386633053058304,1.4588540188816113,0.23535701430896017,0.9377435689161848,1.000703472901736,-0.4974782474498459,-0.061386633053058304,0.995377377162939,0.3463288956975889,0.18521816127235904,0.08406927821556896,52.5592117,-1.4830117999999997,47.959,25.204,1
2.4000000000000004,0.4084,0.6292,9.4759,-0.0525,0.2327,-0.1329,1.5151159431509877,1.153620489241129,-0.22895132169624824,-0.05743459991080506,0.13712382240698143,-0.049617804235695916,1.9180290044975097,0.15672779726515484,1.153620489241129,1.5151159431509877,-0.22895132169624824,-0.049617804235695916,1.166505312318829,0.5431727139683008,0.17781159904293098,0.08475702887752054,52.5592225,-1.4830034,47.963,25.474,1
2.5,0.6586,0.5212,10.1153,0.0127,0.0225,-0.1046,-0.10523779825550586,0.2829428166945608,0.10916672158847465,0.028602670713767528,0.09659563939525298,-0.12184296043145476,0.32101246829849756,0.15809660758169042,0.2829428166945608,-0.10523779825550586,0.10916672158847465,-0.12184296043145476,1.000331890394776,0.6627070610782451,0.2011694525718113,0.044052063809578774,52.559233299999995,-1.4829951000000003,47.812,25.119,1
2.6,-1.6838,-0.2979,9.5707,0.0869,0.1575,-0.2025,-0.9040590517042681,0.14851998595543633,-0.32363645058633445,0.03039729111267148,0.13275990571442528,-0.1306722277050357,0.9716591518350169,0.18874432167799984,0.14851998595543633,-0.9040590517042681,-0.32363645058633445,-0.1306722277050357,1.064063604895882,0.6357273441373651,0.1985311843150091,0.044388432631499976,52.559244199999995,-1.4829868,47.862,25.031,1
2.7,0.6526,1.0061,8.9919,-0.1047,0.1396,-0.0181,0.24773265890110424,0.2375370569516251,-0.2790121639970872,-0.049124379855914745,0.09511554233490045,-0.028509027784300582,0.44231562415292086,0.11078328283227784,0.2375370569516251,0.24773265890110424,-0.2790121639970872,-0.028509027784300582,1.0223740535331112,0.6752148560513432,0.1699418047332166,0.04595468879702549,52.5592551,-1.4829784000000004,48.161,24.936,1
2.8000000000000003,1.7684,-0.7348,10.9245,-0.0286,-0.1194,0.0484,1.5916516567540306,0.20474848789634553,0.4806768701181254,-0.057194272056379405,-0.04404361415902968,0.08974491460194922,1.6752095967998297,0.11517453885802964,0.20474848789634553,1.5916516567540306,0.4806768701181254,0.08974491460194922,1.065645169116755,0.7158872024474601,0.1459053096430305,0.03270654359691694,52.559265800000006,-1.4829702,47.581,25.015,1
2.9000000000000004,0.7637,1.0723,9.8211,-0.0201,-0.0561,0.1348,1.4666275780090443,0.4338487679416765,0.40028611804188774,-0.023194154621507448,-0.13202143539254194,0.15882756336808593,1.5809649529063667,0.20783123705823645,0.4338487679416765,1.4666275780090443,0.40028611804188774,0.15882756336808593,0.9982323587985263,0.6257499077674248,0.15612599760164683,0.04322688374262424,52.5592766,-1.4829617999999996,47.7,25.362,1
3.0,1.2617,0.26,9.7113,-0.0553,-0.189,0.1788,-0.19936424446909667,0.31381444255018764,-0.35020883308802125,-0.0590401199023703,-0.12143119059232416,0.18873784834693122,0.5107561385815077,0.23206301990059688,0.31381444255018764,-0.19936424446909667,-0.35020883308802125,0.18873784834693122,1.0361810928551285,0.5783721858348371,0.17091928006542814,0.0550967238909563,52.5592874,-1.4829534,47.754,25.184,1
3.1,-2.9291,-0.265,9.38,-0.0838,-0.0146,0.1235,-1.0023586859158766,0.1423189128360219,-0.1204665092631693,-0.08871807575665264,-0.07234525681222319,0.18980152808140688,1.019553720034351,0.2216514227593109,0.1423189128360219,-1.0023586859158766,-0.1204665092631693,0.18980152808140688,1.0457600064949952,0.5774322800361068,0.17750070028169035,0.05954418247732633,52.5592981,-1.482945,47.538,25.629,1
3.2,2.096,1.2386,10.6489,-0.0254,-0.0753,0.1757,0.5616291402501137,0.6423768506173919,0.7863289494857412,0.0021219782464241086,-0.03902238489232373,0.13038359599413396,1.160339832198546,0.13611440562528457,0.6423768506173919,0.5616291402501137,0.7863289494857412,0.13038359599413396,1.1893648481041201,0.46893064874268087,0.1825669248402917,0.053186739666596726,52.5593088,-1.4829367,47.394,25.392,1
3.3000000000000003,1.2402,0.5344,10.8802,0.1434,0.0131,-0.0662,1.8207275174263569,1.1279044236453901,0.5250736780205568,0.09959162981460101,-0.013288916407916443,0.041343897184931734,2.2052028135621495,0.1086480826469723,1.1279044236453901,1.8207275174263569,0.5250736780205568,0.041343897184931734,1.2953634914565844,0.6362560222875738,0.18126163359808023,0.055292539555832104,52.5593194,-1.4829283,47.264,25.615,1
3.4000000000000004,1.2875,1.5665,8.5615,0.06,0.0381,0.0345,1.345751324691656,0.9533399872403607,-0.35167807471889606,0.05760543076218123,0.060245666004370875,-0.005150882164419204,1.686292153637319,0.08351321759265652,0.9533399872403607,1.345751324691656,-0.35167807471889606,-0.005150882164419204,1.3164289316027746,0.6496778362923862,0.15639802970496425,0.0670575773736712,52.5593301,-1.4829198999999995,47.31100000000001,25.454,1
3.5,1.315,0.1579,10.2329,-0.0592,0.1806,-0.0925,0.9153415977682631,0.5730912408282177,-0.23220566015261812,-0.009410421363705943,0.16659537246063766,-0.03233359577979298,1.104628118203541,0.1699648068618681,0.5730912408282177,0.9153415977682631,-0.23220566015261812,-0.03233359577979298,1.4352033275271814,0.5033734481933059,0.1439783870972185,0.054024308930107644,52.5593407,-1.4829115,47.128,25.823,1
3.6,0.3289,0.7367,9.7115,0.0692,0.2046,-0.0889,1.2677742552318696,0.7011655892955033,0.09763049664149585,-0.007152405102923428,0.2049395686142584,-0.06953921252121596,1.4520387252808713,0.21653426001588177,0.7011655892955033,1.2677742552318696,0.09763049664149585,-0.06953921252121596,1.5217003285764854,0.44823249877715227,0.14295495454853263,0.0522027800423953,52.5593513,-1.482903,47.106,26.136,1
3.7,2.5451,1.3852,9.6601,-0.0529,0.1402,-0.0767,1.1432618512621808,1.0386628509725464,-0.025258514858738392,0.005079065454671075,0.12937385794819822,-0.07782646496603302,1.5448320850871515,0.15106406149512389,1.0386628509725464,1.1432618512621808,-0.025258514858738392,-0.07782646496603302,1.5985987791542065,0.4012593622429655,0.14594488572250053,0.052141123502455804,52.5593617,-1.4828943,46.915,26.674,1
3.8,-0.4874,0.8094,9.8619,0.0345,0.0506,-0.1071,0.7602060648630325,1.3694795878665553,-0.1544914643816715,0.007925099477076196,0.06272474615378201,-0.015313082247973907,1.5739298634959822,0.06505145247964228,1.3694795878665553,0.7602060648630325,-0.1544914643816715,-0.015313082247973907,1.4723441891409732,0.22190949534282986,0.13722555968903452,0.06254468368727681,52.5593722,-1.4828856,47.045,26.812,1
3.9,2.0735,2.2625,9.2625,-0.001,0.0389,0.1432,1.7545747401277678,1.8609966970078624,-0.39193526919101807,-0.028814048302727983,0.06852566858025838,0.07432229541893452,2.587557628383266,0.10511812512741428,1.8609966970078624,1.7545747401277678,-0.39193526919101807,0.07432229541893452,1.6525972840901624,0.5550780775832179,0.14154654119598606,0.05852321566032436,52.559382600000006,-1.4828766999999998,46.984,27.387,1
4.0,3.0929,1.7841,9.1594,-0.1404,0.1304,0.0102,2.3086730976146623,1.7990521961603396,-0.7103742163259342,-0.08434656975280493,0.019328919454014104,0.1302056984979152,3.0118419286841243,0.15633769499917333,1.7990521961603396,2.3086730976146623,-0.7103742163259342,0.1302056984979152,2.034040046186279,0.7162802493038659,0.1388211188234471,0.05717059527573714,52.559393,-1.4828678999999996,46.768,27.465,1
4.1000000000000005,0.5463,1.1355,9.2654,-0.0125,-0.1391,0.1613,1.4309703511882963,1.2887493842553623,-0.6135589050059284,-0.08196833032796043,0.011417142793427827,0.12457572635326916,2.021139691191731,0.14956025515745738,1.2887493842553623,1.4309703511882963,-0.6135589050059284,0.12457572635326916,2.147860239368451,0.6420465874674601,0.12542631785176223,0.03953732769984106,52.5594033,-1.482859,46.82899999999999,27.829,1
4.2,2.019,1.3987,9.4617,-0.0644,0.2592,0.0236,1.8893500750642607,1.2404463524458507,0.02777135779909485,-0.011390246683838926,0.1691164478540309,0.03733210452619761,2.2603367244186314,0.1735620830787612,1.2404463524458507,1.8893500750642607,0.02777135779909485,0.03733210452619761,2.290961167234747,0.546697793338971,0.1299259221684897,0.0441908557464351,52.5594137,-1.48285,46.699,27.928,1
4.3,3.3547,1.5572,10.6315,0.1075,0.229,-0.1148,2.877442126225641,1.5939481416934524,0.19065567555475682,0.08552334758279634,0.20079321223840219,0.0019576677161109155,3.2949496892679844,0.21825670556862742,1.5939481416934524,2.877442126225641,0.19065567555475682,0.0019576677161109155,2.6351651323891474,0.5236867199624003,0.16056697278628673,0.04095908778973783,52.5594239,-1.4828409,46.764,28.394,1
4.4,1.9904,1.864,8.9214,0.1259,-0.0137,0.1036,2.2601996259039616,1.9810136900938988,-0.430913278091518,0.09322036870399257,0.06337247579409665,0.022432736796507244,3.036215381443061,0.11493187334139757,1.9810136900938988,2.2601996259039616,-0.430913278091518,0.022432736796507244,2.7248966830011065,0.551204860875771,0.16252972242908337,0.037746897733841614,52.559434200000005,-1.4828317999999996,46.588,28.555,1
4.5,1.2524,2.2761,9.2478,-0.062,0.117,-0.1277,1.7175671514810433,1.9889169201798627,-0.4577659196484861,-0.012364231902990517,0.07196332519236623,-0.06872474412102461,2.66746641448699,0.10027305150335003,1.9889169201798627,1.7175671514810433,-0.4577659196484861,-0.06872474412102461,2.65602158016168,0.5273871816270569,0.15131679372991874,0.047191673458132244,52.5594444,-1.4828225000000002,46.843,28.754,1
4.6000000000000005,2.8912,1.4477,10.0635,-0.0601,0.1693,-0.1514,1.97881215945654,1.6707229821989877,-0.2288998386115941,-0.11237254542426757,0.17585480798040073,-0.0767240659441025,2.599886147849045,0.22234901562621698,1.6707229821989877,1.97881215945654,-0.2288998386115941,-0.0767240659441025,2.7717708714931426,0.4017572771519879,0.16587454582367062,0.05676941642462217,52.5594546,-1.4828132000000005,46.717,28.948,1
4.7,0.8974,1.5603,8.8849,-0.1469,0.1505,0.1395,1.9698849323141978,1.6498736492052033,-0.6176262905055873,-0.11912242182760979,0.1476496560212305,0.12042208457922896,2.6427243404532184,0.22470436301876667,1.6498736492052033,1.9698849323141978,-0.6176262905055873,0.12042208457922896,2.8482483947000596,0.3047456732993097,0.17610300181167174,0.06278895039622073,52.5594648,-1.4828038,46.861,29.408,1
4.800000000000001,2.5344,1.9671,9.4092,-0.0261,0.0327,0.2003,1.4965634864674784,1.4931222756465021,-0.19728418036143933,-0.014839377583051276,0.019520170004004418,0.20235718302257402,2.123213942795301,0.20383737067787427,1.4931222756465021,1.4965634864674784,-0.19728418036143933,0.20235718302257402,2.6139012454055233,0.3251998153237471,0.17321913483352108,0.060664005389677624,52.559475,-1.4827944,46.642,29.266,1
4.9,0.3392,0.5614,11.0199,0.12,-0.044,0.0062,0.9796500483063599,1.0481752682811643,0.8731754248963127,0.06544453641383906,-0.016034671054312343,0.09219820321403374,1.679529973780105,0.11419547582167416,1.0481752682811643,0.9796500483063599,0.8731754248963127,0.09219820321403374,2.342564163872932,0.43289752373253687,0.17307185532957642,0.06084152614438087,52.5594851,-1.4827848999999995,46.649,29.702,1
5.0,1.4095,1.4129,10.5116,-0.0313,0.1182,0.005,1.4348913847545093,1.2458493485024433,0.6362559210748306,0.009333095711173628,0.10896131913068209,-0.019061405146772795,2.0039649403892916,0.11100906678475272,1.2458493485024433,1.4348913847545093,0.6362559210748306,-0.019061405146772795,2.2098638690533923,0.40946372998066966,0.17521905838585697,0.0577404465970673,52.5594952,-1.4827753999999995,46.598,29.62,1
5.1000000000000005,2.4757,1.8262,9.2206,-0.0371,0.2192,-0.1178,2.1747102596753622,1.7056676733665288,-0.1348841894315788,-0.05658932957937682,0.2008377372361303,-0.08197402176505582,2.7671032994927174,0.2241827137954889,1.7056676733665288,2.1747102596753622,-0.1348841894315788,-0.08197402176505582,2.243307299382127,0.4537202536798846,0.17558579801971136,0.058119211291781436,52.5595055,-1.4827659000000004,46.868,29.471,1
5.2,1.7751,1.0851,10.3463,-0.0413,0.1595,-0.1219,1.704201259687232,1.3711670167530872,0.09620097361002915,-0.03649107600075164,0.15021329385317767,-0.0584427165199329,2.189441834960369,0.16526095543758354,1.3711670167530872,1.704201259687232,0.09620097361002915,-0.0584427165199329,2.152650798283557,0.39551320584765787,0.1636971165034747,0.05123142612333203,52.559515600000005,-1.4827564,46.83600000000001,29.579,1
5.300000000000001,0.6404,1.3713,9.9315,0.0184,0.0634,0.05,1.3324988752408748,0.7569036505946941,0.4743896237997927,0.007310168628142681,0.12612984513195052,0.016984291194578668,1.60421379621629,0.12747800808674392,0.7569036505946941,1.3324988752408748,0.4743896237997927,0.016984291194578668,2.0488507689677546,0.4668423637442451,0.14842524398524864,0.04752123064687633,52.5595258,-1.4827475,46.242,28.491,1
5.4,2.6493,0.1599,10.2644,0.014,0.2253,-0.0213,1.7007053291334717,1.2396225944946173,0.020175144784136605,0.01988995014516531,0.14055564694347733,0.036476136002258915,2.1046305684826536,0.14656741964751888,1.2396225944946173,1.7007053291334717,0.020175144784136605,0.036476136002258915,2.133870887908264,0.4190282220500929,0.15489963275041757,0.0437471581422712,52.5595364,-1.4827384,47.585,27.71,1
5.5,1.3182,3.5344,8.8643,0.0301,0.0151,0.0277,1.9395273998766145,2.2493004156945196,-0.4626556974802838,0.010555324383358503,0.05823107231445709,0.06278363883336631,3.005855816456712,0.08627895433353394,2.2493004156945196,1.9395273998766145,-0.4626556974802838,0.06278363883336631,2.3342490631217485,0.557912111896501,0.14995361026017384,0.0507822690890643,52.5595468,-1.4827298999999998,46.843,26.827,1
5.6000000000000005,2.4043,1.1702,9.8428,-0.0061,-0.0294,0.1328,2.568013521413058,2.154057293028172,-0.202202669764547,0.022083315928786283,-0.01755899508999397,0.12818506656793235,3.3579074119856345,0.1312531997400683,2.154057293028172,2.568013521413058,-0.202202669764547,0.12818506656793235,2.4524098856203316,0.7134016091567897,0.1313677074490897,0.029274229455210184,52.559557000000005,-1.4827207000000004,46.728,28.292,1
5.7,3.5754,2.0415,9.9382,0.0642,0.0757,0.0668,2.8274089701467346,1.4810729750532696,0.03666171151806688,0.03009670863366893,0.02689294968184936,0.12183039653365356,3.192046792105466,0.12834207467825082,1.4810729750532696,2.8274089701467346,0.03666171151806688,0.12183039653365356,2.652930877049351,0.7603674508976891,0.12398393129722315,0.02244840464228614,52.5595674,-1.482711,47.563,29.286,1
5.800000000000001,1.1896,1.1582,9.4397,-0.021,0.0461,0.0556,1.936598584731702,1.4337242397698684,-0.14050107689605484,-0.018324736933683517,0.11853966284083998,0.04038045249155266,2.4136527974622757,0.12656235061633164,1.4337242397698684,1.936598584731702,-0.14050107689605484,0.04038045249155266,2.814818677298548,0.53362974662467,0.12380079980314071,0.022416486521022398,52.559578,-1.4827024999999998,47.21,26.822,1
5.9,2.0454,2.098,9.8624,-0.0734,0.2828,-0.1219,1.8051400593777795,2.102759008191963,-0.09372620173626853,-0.05210129755818555,0.18046624412978166,-0.028035032360190934,2.772888508648476,0.18991728072240688,2.102759008191963,1.8051400593777795,-0.09372620173626853,-0.028035032360190934,2.948470265331713,0.36983782937641346,0.13247077201811833,0.03703789765481953,52.5595882,-1.4826929,46.919,28.987,1
6.0,3.0293,2.7353,9.9236,0.0074,0.1176,-0.0172,2.9725482148737647,2.6299830135919735,0.15899914141459914,-0.023884149984757807,0.23267827590763826,-0.08622894546966185,3.972169969739727,0.24928911676335844,2.6299830135919735,2.9725482148737647,0.15899914141459914,-0.08622894546966185,3.141733095988316,0.5926709573851974,0.1650728045040832,0.05404998262647236,52.5595984,-1.4826834,46.919,29.284,1
6.1000000000000005,3.455,2.2794,10.0582,0.0012,0.3876,-0.2336,3.6986709047745134,2.0819204455570555,0.2643436685343629,0.00683634320799142,0.28670084080587777,-0.11553202594153562,4.252580014361659,0.3091791660597628,2.0819204455570555,3.6986709047745134,0.2643436685343629,-0.11553202594153562,3.3206676164635214,0.7797751571744461,0.20065799776802212,0.0790204884253927,52.5596087,-1.4826734,47.862,30.129,1
6.2,3.677,1.0443,9.9192,-0.007,0.2575,-0.0467,3.0814432547668793,1.409725664728254,0.11397089895952697,0.015638031776990014,0.30515029227798113,-0.06793410909968735,3.390517415963448,0.3130116484962879,1.409725664728254,3.0814432547668793,0.11397089895952697,-0.06793410909968735,3.360361741235117,0.7766361347681497,0.23759191253162953,0.0799220403968248,52.5596188,-1.4826623,48.40600000000001,32.579,1
6.300000000000001,1.5205,1.8343,9.6002,0.031,0.2998,-0.0518,2.268609031321937,1.6097029982113782,-0.3263615764095962,-0.031685888477164505,0.3210079206248044,-0.0458313180125832,2.8007574971787035,0.3258075971232386,1.6097029982113782,2.268609031321937,-0.3263615764095962,-0.0458313180125832,3.4377826811784025,0.6707428380811078,0.2774409618330109,0.057150765310952756,52.5596292,-1.4826526000000004,48.139,30.498,1
6.4,2.9484,2.0097,8.9606,-0.1503,0.3844,-0.1541,2.46559867211544,1.7673087703453698,-0.6023747351789461,-0.09284193416085905,0.30385166343363185,-0.07099761833718897,3.0928000942930325,0.3255550950602179,1.7673087703453698,2.46559867211544,-0.6023747351789461,-0.07099761833718897,3.5017649983073142,0.6033332121250119,0.3045685247005731,0.031780070908894266,52.5596396,-1.4826429,47.977,29.939,1
